Tanggal,Customer,Kota,Nama Produk,Jumlah Terjual,Harga Satuan,Total Harga,Bulan
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACR KASIR T/D,3,9000,27000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACR MUSHOLLA T/D,3,9000,27000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACR OFFICE T/D,3,9000,27000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACR CCTV T/D,3,9000,27000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACRILIC NAME PLATE 7 X 10,12,10500,126000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACRILIC NAME PLATE B/B 7X10,12,13400,160800,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACRILIC NAME PLATE 7 X 30,12,25000,300000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACRILIC NAME PLATE 7  X 25,12,21800,261600,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACRILIC NAME PLATE LEAN 7X25,12,18500,222000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,STAND UP SIGN HOLDER A5,24,38200,916800,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,STAND UP SIGN HOLDER 10X12,48,19800,950400,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,STAND UP SIGN HOLDER A4,12,71500,858000,2025-05
2025-05-21,PADMA UTAMA JADI CV,SEMARANG,PAPAN METERAN MDF BOYKO,6,16000,96000,2025-05
2025-05-21,PADMA UTAMA JADI CV,SEMARANG,PAPAN METERAN NUMERIC BOYKO,6,49400,296400,2025-05
2025-05-21,PADMA UTAMA JADI CV,SEMARANG,ACR. DILARANG.P.DPINTU,6,11500,69000,2025-05
2025-05-21,PADMA UTAMA JADI CV,SEMARANG,ACRILIC ANAK PANAH [SET],6,13500,81000,2025-05
2025-05-21,PADMA UTAMA JADI CV,SEMARANG,ACRILIC GESER [SET],12,13500,162000,2025-05
2025-05-21,PADMA UTAMA JADI CV,SEMARANG,ACRILIC OPEN-CLOSE FORMAL,6,26000,156000,2025-05
2025-05-21,PADMA UTAMA JADI CV,SEMARANG,ACR.ISTIRAHAT BUKA +RANTAI,12,26000,312000,2025-05
2025-05-21,PADMA UTAMA JADI CV,SEMARANG,ACR.PINTU HRP DITTUP KMBLI,7,11500,80500,2025-05
2025-05-21,PADMA UTAMA JADI CV,SEMARANG,ACRILIC T/D PUSH PULL [SET],24,13500,324000,2025-05
2025-05-21,PADMA UTAMA JADI CV,SEMARANG,ACRILIC CCTV 20 X 15,12,14600,175200,2025-05
2025-05-21,PADMA UTAMA JADI CV,SEMARANG,ACR JGLH KBRSIHAN T/D,6,7500,45000,2025-05
2025-05-21,PADMA UTAMA JADI CV,SEMARANG,ACR TOILET T/D,6,7500,45000,2025-05
2025-05-21,PADMA UTAMA JADI CV,SEMARANG,ACR GESER HORIZON (KANAN) T/D,6,7500,45000,2025-05
2025-05-21,PADMA UTAMA JADI CV,SEMARANG,ACR DILRG MASUK T/D,9,7500,67500,2025-05
2025-05-21,PADMA UTAMA JADI CV,SEMARANG,ACR DILRG MEROKOK T/D,4,7500,30000,2025-05
2025-05-21,PADMA UTAMA JADI CV,SEMARANG,STAND UP SIGN 10X15,6,21200,127200,2025-05
2025-05-21,PADMA UTAMA JADI CV,SEMARANG,LEAN SIGN HOLDER 10X12,24,12600,302400,2025-05
2025-05-21,PADMA UTAMA JADI CV,SEMARANG,LEAN SIGN HOLDER 11X21,6,20500,123000,2025-05
2025-05-22,"MATARAM FOTOCOPY, TO",SEMARANG,ACR TITIK KUMPUL UK.FOLIO,21,35000,735000,2025-05
2025-05-22,"MATARAM FOTOCOPY, TO",SEMARANG,ACR DLRG BUANG PUNTUNG KETOILT,12,15000,180000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,BOXFILE MEDIUM BF113 BLACK,24,19500,468000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,BOXFILE MEDIUM BF114 DARK BLUE,12,19500,234000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACR BE JAGALAH KEBERSIHAN,2,13000,26000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACR. DILARANG.P.DPINTU,6,13000,78000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACR.RUANG BEBAS ASAP ROKOK,6,13000,78000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,AC SELAIN KRYWN DILRG MSK,5,13000,65000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACR.ALAS KAKI HRP DILEPAS,7,13000,91000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACRILIC TOILET PRIA,6,13000,78000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACRILIC TOILET WANITA,3,13000,39000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACR.D.MEROKOK/NO SMOKING,4,13000,52000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACRILIC OFFICE/KANTOR,4,13000,52000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACR BUDAYAKAN MENGANTRI,5,13000,65000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACR APAR FIRE EXTING 10X15,6,11700,70200,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACRILIC T/D PUSH PULL [SET],12,16000,192000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACR. TEMPAT WUDHU PRIA,5,13000,65000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACR. TEMPAT WUDHU WANITA,5,13000,65000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACRILIC CCTV 20 X 15,7,18400,128800,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACRYLIC DILARANG MEROKOK 10X15,6,11700,70200,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,DILRG BUANG SMPH TOILET 10X15,6,11700,70200,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACR TOILET T/D,12,9000,108000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACR TEMPAT WUDHU T/D,7,9000,63000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACR BATAS SUCI T/D,9,9000,81000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACR CCTV T/D,3,9000,27000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACRILIC NAME PLATE 7 X 15,12,14500,174000,2025-05
2025-05-22,PADMA UTAMA JADI CV,SEMARANG,BOXFILE MEDIUM BF114 DARK BLUE,24,17000,408000,2025-05
2025-05-22,PADMA UTAMA JADI CV,SEMARANG,ACRILIC STAFF ONLY,5,11500,57500,2025-05
2025-05-22,PADMA UTAMA JADI CV,SEMARANG,ACRILIC OFFICE/KANTOR,6,11500,69000,2025-05
2025-05-22,PADMA UTAMA JADI CV,SEMARANG,ACRILIC FREE- WIFI,10,11500,115000,2025-05
2025-05-22,PADMA UTAMA JADI CV,SEMARANG,ACR.PINTU HRP DITTUP KMBLI,2,11500,23000,2025-05
2025-05-22,CASH (SHOPEE 2),,PAPAN METERAN MDF BOYKO,1,20600,20600,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,D.BROSUR ACRILIC PUTIH F4,12,74900,898800,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACR.RUANG BEBAS ASAP ROKOK,6,13000,78000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACRILIC BUKA-TUTUP FORMAL,6,30000,180000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACRILIC OPEN-CLOSE FORMAL,12,30000,360000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACRILIC GENT/PRIA 10X15,3,11700,35100,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACRILIC BELL 10X15,17,11700,198900,2025-05
2025-05-26,ANUGRAH BARU**,JEPARA,ACR. DILARANG.P.DPINTU,2,15000,30000,2025-05
2025-05-26,ANUGRAH BARU**,JEPARA,ACRILIC BUKA-TUTUP FORMAL,2,35300,70600,2025-05
2025-05-26,ANUGRAH BARU**,JEPARA,ACR.D.MEROKOK/NO SMOKING,3,15000,45000,2025-05
2025-05-26,ANUGRAH BARU**,JEPARA,ACRILIC T/D PUSH PULL [SET],3,18500,55500,2025-05
2025-05-26,ANUGRAH BARU**,JEPARA,ACRILIC NAME PLATE 7 X 30,12,29300,351600,2025-05
2025-05-26,ANUGRAH BARU**,JEPARA,STAND UP SIGN HOLDER 10X12,6,23000,138000,2025-05
2025-05-26,ANUGRAH BARU**,JEPARA,LEAN SIGN HOLDER 10X12,6,20500,123000,2025-05
2025-05-26,SURYA**,KUDUS,ACRILIC GESER [SET],5,18500,92500,2025-05
2025-05-26,SURYA**,KUDUS,ACRILIC BUKA-TUTUP FORMAL,6,35300,211800,2025-05
2025-05-26,SURYA**,KUDUS,STAND UP SIGN HOLDER A5,12,44700,536400,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,BOXFILE MEDIUM BF114 DARK BLUE,6,22000,132000,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,ACRILIC TOILET,6,15000,90000,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,ACRILIC BUKA-TUTUP FORMAL,6,35300,211800,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,ACR AREA MEROKOK,6,15000,90000,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,ACR APAR FIRE EXTING 10X15,6,13600,81600,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,ACRILIC TOILET (KIRI),6,15000,90000,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,ACRILIC JALUR EVAKUASI (KANAN),6,15000,90000,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,ACRILIC JALUR EVAKUASI (KIRI),6,15000,90000,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,ACR L/G BUKA-TUTUP +RANTAI,6,24000,144000,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,ACRILIC NAME PLATE 7 X 10,24,12000,288000,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,ACRILIC NAME PLATE B/B 7X15,12,20500,246000,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,ACRILIC NAME PLATE B/B 7 X 30,12,37500,450000,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,ACRILIC NAME PLATE 7 X 30,12,29300,351600,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,ACRILIC NAME PLATE  7 X 25 B/B,6,31000,186000,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,ACRILIC NAME PLATE LEAN 7X30,6,23000,138000,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,ACRILIC NAME PLATE LEAN 7X20,6,19700,118200,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,NAME PLATE MEIKO 8X25BB,6,22300,133800,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,NAME PLATE MEIKO 8X30BB,6,25000,150000,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,STAND UP SIGN HOLDER 10X12,6,23000,138000,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,STAND UP ALAS SEGITIGA,6,36000,216000,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,LEAN SIGN HOLDER A5,6,41800,250800,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,LEAN SIGN HOLDER 10X12,6,20500,123000,2025-05
2025-05-26,"MEDIA BELAJAR, TK BU",DEMAK,BOYKO SIGN HOLDER NO MEJA,6,15500,93000,2025-05
2025-05-23,PADMA UTAMA JADI CV,SEMARANG,BOXFILE MEDIUM BF113 BLACK,12,17000,204000,2025-05
2025-05-23,PADMA UTAMA JADI CV,SEMARANG,BOXFILE MEDIUM BF114 DARK BLUE,10,17000,170000,2025-05
2025-05-23,PADMA UTAMA JADI CV,SEMARANG,BOXFILE MEDIUM BF115 RED,6,17000,102000,2025-05
2025-05-23,PADMA UTAMA JADI CV,SEMARANG,BOXFILE MEDIUM BF116 GREEN,4,17000,68000,2025-05
2025-05-23,PADMA UTAMA JADI CV,SEMARANG,BOYKO D. BROSUR A6 + DECOVIL,3,20000,60000,2025-05
2025-05-23,PADMA UTAMA JADI CV,SEMARANG,BOYKO D. BROSUR A5 + DECOVIL,5,24500,122500,2025-05
2025-05-23,PADMA UTAMA JADI CV,SEMARANG,BOYKO CASE BULAT JARING W/BAND,12,11000,132000,2025-05
2025-05-23,PADMA UTAMA JADI CV,SEMARANG,ACR BE OPEN-CLOSE RANTAI,3,26000,78000,2025-05
2025-05-23,PADMA UTAMA JADI CV,SEMARANG,ACR BE TOILET PRIA T/D,3,7500,22500,2025-05
2025-05-23,PADMA UTAMA JADI CV,SEMARANG,ACR BE NO SMOKING T/D,3,7500,22500,2025-05
2025-05-23,PADMA UTAMA JADI CV,SEMARANG,ACRILIC BOYKO HIMBAUAN TOILET,6,11500,69000,2025-05
2025-05-23,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TOILET WANITA,3,11500,34500,2025-05
2025-05-23,PADMA UTAMA JADI CV,SEMARANG,ACR.D.MEROKOK/NO SMOKING,3,11500,34500,2025-05
2025-05-23,PADMA UTAMA JADI CV,SEMARANG,ACRILIC NAME PLATE 7 X 15,6,10300,61800,2025-05
2025-05-23,PADMA UTAMA JADI CV,SEMARANG,ACRILIC NAME PLATE B/B 7X15,18,12000,216000,2025-05
2025-05-23,PADMA UTAMA JADI CV,SEMARANG,STAND UP SIGN HOLDER 10X12,6,13000,78000,2025-05
2025-05-23,PADMA UTAMA JADI CV,SEMARANG,LEAN SIGN HOLDER A5,6,24500,147000,2025-05
2025-05-26,"DUTA ILLAHI,LSM #",LASEM,ACR. JAGALAH KEBERSIHAN,6,15000,90000,2025-05
2025-05-26,"DUTA ILLAHI,LSM #",LASEM,AC SELAIN KRYWN DILRG MSK,6,15000,90000,2025-05
2025-05-26,"DUTA ILLAHI,LSM #",LASEM,ACR.ISTIRAHAT BUKA +RANTAI,6,35300,211800,2025-05
2025-05-26,"DUTA ILLAHI,LSM #",LASEM,ACRILIC FREE- WIFI,6,15000,90000,2025-05
2025-05-26,"DUTA ILLAHI,LSM #",LASEM,ACRILIC CCTV 20 X 15,6,21700,130200,2025-05
2025-05-26,"DUTA ILLAHI,LSM #",LASEM,ACRILIC NAME PLATE 7 X 30,12,29300,351600,2025-05
2025-05-26,EVERLYN STATIONERY,REMBANG,ACRILIC BUKA-TUTUP FORMAL,6,35300,211800,2025-05
2025-05-26,EVERLYN STATIONERY,REMBANG,ACRILIC LADIES/WANITA 10X15,3,13600,40800,2025-05
2025-05-26,EVERLYN STATIONERY,REMBANG,ACR.D.MEROKOK/NO SMOKING,6,15000,90000,2025-05
2025-05-26,EVERLYN STATIONERY,REMBANG,ACRILIC BELL 10X15,3,13600,40800,2025-05
2025-05-26,EVERLYN STATIONERY,REMBANG,ACR PARKING AREA UK.FOLIO,3,35000,105000,2025-05
2025-05-26,EVERLYN STATIONERY,REMBANG,ACRILIC DISABILITAS 10X15,3,13600,40800,2025-05
2025-05-26,EVERLYN STATIONERY,REMBANG,ACRILIC JALUR EVAKUASI (KIRI),3,15000,45000,2025-05
2025-05-26,EVERLYN STATIONERY,REMBANG,ACR AREA MEROKOK T/D,3,10500,31500,2025-05
2025-05-26,EVERLYN STATIONERY,REMBANG,RAK BOLPOIN EVERLYN [ATAS],1,4500000,4500000,2025-05
2025-05-26,EVERLYN STATIONERY,REMBANG,RAK BOLPOIN EVERLYN [BAWAH],1,4000000,4000000,2025-05
2025-05-26,"MERDEKA,TK",KAB GROBOGAN,ACR BUKA-TUTUP+RANTAI,6,35300,211800,2025-05
2025-05-26,"MERDEKA,TK",KAB GROBOGAN,ACR. JAGALAH KEBERSIHAN,6,15000,90000,2025-05
2025-05-26,"MERDEKA,TK",KAB GROBOGAN,ACRILIC ARAH KIBLAT,6,15000,90000,2025-05
2025-05-26,"MERDEKA,TK",KAB GROBOGAN,ACRILIC MUSHOLA [FORMAL],6,15000,90000,2025-05
2025-05-26,"MERDEKA,TK",KAB GROBOGAN,DILRG PARKIR DPN PNT UK.FOLIO,6,35000,210000,2025-05
2025-05-26,"MERDEKA,TK",KAB GROBOGAN,ACRILIC NO RUMAH D,6,13600,81600,2025-05
2025-05-26,"MERDEKA,TK",KAB GROBOGAN,ACRILIC NO RUMAH E,6,13600,81600,2025-05
2025-05-26,"MERDEKA,TK",KAB GROBOGAN,ACRILIC NO RUMAH F,4,13600,54400,2025-05
2025-05-26,"MERDEKA,TK",KAB GROBOGAN,ACRILIC NO RUMAH G,6,13600,81600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR BE OPEN-CLOSE RANTAI,3,37700,113100,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR BE BUKA-TUTUP RANTAI,3,37700,113100,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR BE STAFF ONLY,3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR BE TOLIET T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR BE TOILET PRIA T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR BE TOILET WNT T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR BE NO SMOKING T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR BE ARAH KIBLAT (KIRI) T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR BE ARAH KIBLAT (KANAN) T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR BE GESER (KIRI),3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR BE GESER (KANAN),3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR BE TARIK DORONG,2,19700,39400,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC TOILET,3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC KELUAR- MASUK,3,29500,88500,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR.RUANG BEBAS ASAP ROKOK,3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR. JAGALAH KEBERSIHAN,3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC GESER [SET],3,19700,59100,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC BUKA-TUTUP FORMAL,3,37700,113100,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC OPEN-CLOSE FORMAL,3,37700,113100,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC TEMPAT WUDHU,3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC ARAH KIBLAT,4,16200,64800,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC STAFF ONLY,3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,AC SELAIN KRYWN DILRG MSK,3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR.ALAS KAKI HRP DILEPAS,3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR.ISTIRAHAT BUKA +RANTAI,3,37700,113100,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC AWAS KACA,3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC TOILET PRIA,3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC TOILET WANITA,3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC LADIES/WANITA 10X15,3,14400,43200,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC GENT/PRIA 10X15,3,14400,43200,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR.D.MEROKOK/NO SMOKING,3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC MUSHOLA [FORMAL],3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC KASIR,3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC FREE- WIFI,3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC BELL 10X15,3,14400,43200,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR AREA MEROKOK,3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR BUANG SMPAH PD TMPT,3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,DILRG PARKIR DPN PNT UK.FOLIO,3,36700,110100,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR TITIK KUMPUL UK.FOLIO,3,36700,110100,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR APAR FIRE EXTING 10X15,3,14400,43200,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC NO PETS 10X15,1,14400,14400,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR.PINTU HRP DITTUP KMBLI,3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC T/D PUSH PULL [SET],3,19700,59100,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR. TEMPAT WUDHU PRIA,3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR. TEMPAT WUDHU WANITA,3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC JALUR EVAKUASI (KANAN),3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC JALUR EVAKUASI (KIRI),3,16200,48600,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR BUKA SHOLAT+RANTAI,3,37700,113100,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC CCTV 20 X 15,3,23000,69000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR L/G BUKA-TUTUP +RANTAI,3,26000,78000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR L/G OPEN-CLOSE +RANTAI,3,26000,78000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRYLIC TOILET 20X15,3,23000,69000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRYLIC DILARANG MEROKOK 10X15,3,14400,43200,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,DILRG BUANG SMPH TOILET 10X15,3,14400,43200,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR JGLH KBRSIHAN T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR AREA MEROKOK T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR KASIR T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR ORDER HERE T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR TOILET T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR TOILET PRIA T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR TOILET WANITA T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR TEMPAT WUDHU T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR BATAS SUCI T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR MUSHOLLA T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR STAFF ONLY T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR OFFICE T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR GESER HORIZON (KANAN) T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR GESER HORIZON (KIRI) T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR RECEPTION T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR SECURITY T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR TAMU HRP LAPOR T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR DILRG MASUK T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR CCTV T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACR DILRG MEROKOK T/D,3,11000,33000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC NAME PLATE 7 X 30,6,31000,186000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,ACRILIC NAME PLATE 7  X 25,6,27000,162000,2025-05
2025-05-26,EVERLYN JEPARA,JEPARA,STAND UP SIGN HOLDER A5,6,47300,283800,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,D.BROSUR A4 3 SUSUN PESANAN,5,103000,515000,2025-05
2025-05-23,YOGYA DEPO,YOGYAKARTA,ACR PARKING AREA UK.FOLIO,6,28800,172800,2025-05
2025-05-24,PADMA UTAMA JADI CV,SEMARANG,ACR BE BUKA-TUTUP RANTAI,6,26000,156000,2025-05
2025-05-24,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TOILET,2,11500,23000,2025-05
2025-05-24,PADMA UTAMA JADI CV,SEMARANG,ACR. JAGALAH KEBERSIHAN,3,11500,34500,2025-05
2025-05-24,PADMA UTAMA JADI CV,SEMARANG,ACRILIC BUKA-TUTUP FORMAL,9,26000,234000,2025-05
2025-05-24,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TEMPAT WUDHU,3,11500,34500,2025-05
2025-05-24,PADMA UTAMA JADI CV,SEMARANG,ACR.ALAS KAKI HRP DILEPAS,3,11500,34500,2025-05
2025-05-24,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TOILET PRIA,3,11500,34500,2025-05
2025-05-24,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TOILET WANITA,3,11500,34500,2025-05
2025-05-24,PADMA UTAMA JADI CV,SEMARANG,ACR.D.MEROKOK/NO SMOKING,3,11500,34500,2025-05
2025-05-24,PADMA UTAMA JADI CV,SEMARANG,ACRILIC KASIR,3,11500,34500,2025-05
2025-05-24,PADMA UTAMA JADI CV,SEMARANG,ACRILIC FREE- WIFI,5,11500,57500,2025-05
2025-05-24,PADMA UTAMA JADI CV,SEMARANG,ACR BUANG SMPAH PD TMPT,3,11500,34500,2025-05
2025-05-24,PADMA UTAMA JADI CV,SEMARANG,ACRILIC JALUR EVAKUASI (KANAN),6,11500,69000,2025-05
2025-05-24,PADMA UTAMA JADI CV,SEMARANG,ACRILIC JALUR EVAKUASI (KIRI),4,11500,46000,2025-05
2025-05-24,PADMA UTAMA JADI CV,SEMARANG,ACR TOILET T/D,3,7500,22500,2025-05
